word_or_phrase,definition,etymology,english_cognates,related_words,language
introduire,[To be translated],Found 11 times across documents,,,french
répéter,[To be translated],Found 11 times across documents,,,french
nasales,[To be translated],Found 11 times across documents,,,french
séjour,[To be translated],Found 11 times across documents,,,french
quartier,[To be translated],Found 11 times across documents,,,french
are,[To be translated],Found 11 times across documents,,,french
reflexive,[To be translated],Found 11 times across documents,,,french
raconter,[To be translated],Found 11 times across documents,,,french
attendre,[To be translated],Found 11 times across documents,,,french
can,[To be translated],Found 11 times across documents,,,french
nasal,[To be translated],Found 11 times across documents,,,french
malin,[To be translated],Found 11 times across documents,,,french
proposition,[To be translated],Found 11 times across documents,,,french
opinions,[To be translated],Found 10 times across documents,,,french
pensée,[To be translated],Found 10 times across documents,,,french
unique,[To be translated],Found 10 times across documents,,,french
ordre,[To be translated],Found 10 times across documents,,,french
groupes,[To be translated],Found 10 times across documents,,,french
politique,[To be translated],Found 10 times across documents,,,french
réduit,[To be translated],Found 10 times across documents,,,french
professionnelle,[To be translated],Found 10 times across documents,,,french
travers,[To be translated],Found 10 times across documents,,,french
solutions,[To be translated],Found 10 times across documents,,,french
écologiques,[To be translated],Found 10 times across documents,,,french
croissance,[To be translated],Found 10 times across documents,,,french
découvrir,[To be translated],Found 10 times across documents,,,french
regarde,[To be translated],Found 10 times across documents,,,french
personnelles,[To be translated],Found 10 times across documents,,,french
recherche,[To be translated],Found 10 times across documents,,,french
directement,[To be translated],Found 10 times across documents,,,french
transports,[To be translated],Found 10 times across documents,,,french
raison,[To be translated],Found 10 times across documents,,,french
élevé,[To be translated],Found 10 times across documents,,,french
perte,[To be translated],Found 10 times across documents,,,french
lien,[To be translated],Found 10 times across documents,,,french
personnel,[To be translated],Found 10 times across documents,,,french
appelle,[To be translated],Found 10 times across documents,,,french
frais,[To be translated],Found 10 times across documents,,,french
tensions,[To be translated],Found 10 times across documents,,,french
demande,[To be translated],Found 10 times across documents,,,french
employé,[To be translated],Found 10 times across documents,,,french
habitudes,[To be translated],Found 10 times across documents,,,french
musique,[To be translated],Found 10 times across documents,,,french
donnez,[To be translated],Found 10 times across documents,,,french
surtout,[To be translated],Found 10 times across documents,,,french
jusqu,[To be translated],Found 10 times across documents,,,french
ancienne,[To be translated],Found 10 times across documents,,,french
valeurs,[To be translated],Found 10 times across documents,,,french
généralement,[To be translated],Found 10 times across documents,,,french
make,[To be translated],Found 10 times across documents,,,french
erreurs,[To be translated],Found 10 times across documents,,,french
foudre,[To be translated],Found 10 times across documents,,,french
évolué,[To be translated],Found 10 times across documents,,,french
connexion,[To be translated],Found 10 times across documents,,,french
how,[To be translated],Found 10 times across documents,,,french
ami,[To be translated],Found 10 times across documents,,,french
malentendus,[To be translated],Found 10 times across documents,,,french
corriger,[To be translated],Found 10 times across documents,,,french
vraie,[To be translated],Found 10 times across documents,,,french
terre,[To be translated],Found 10 times across documents,,,french
doivent,[To be translated],Found 10 times across documents,,,french
existe,[To be translated],Found 10 times across documents,,,french
projets,[To be translated],Found 10 times across documents,,,french
focus,[To be translated],Found 10 times across documents,,,french
each,[To be translated],Found 10 times across documents,,,french
musée,[To be translated],Found 10 times across documents,,,french
allez,[To be translated],Found 10 times across documents,,,french
pouvez,[To be translated],Found 10 times across documents,,,french
disent,[To be translated],Found 10 times across documents,,,french
tenir,[To be translated],Found 10 times across documents,,,french
